Date,Address,Price,PriceTag,Area,Ft_Price,Agency,Region,District,Subdistrict,Code,Area_URL
2025-02-18,Kwan Yick Building・Phase 2・Block C・7/F・Flat C1,$4.25M,S,423ft²,"@$10,047",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-18,Tak On Lau・5/F・No. 223,$2.95M,S,481ft²,"@$6,133",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-17,King's Hill・Middle Floor・Flat B,"$22,000",L,314ft²,@$70,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-17,Two．Artlane・Middle Floor・Flat J,"$18,500",L,243ft²,@$76,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-17,Tung Wai Garden・10/F・Flat B,$4M,S,314ft²,"@$12,739",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-17,Kwong Fung Terrace・Carpark・2/F・No.22,$1.19M,S,--,--,Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-17,Des Voeux W Residence・22/F・Flat C,$4.95M,S,215ft²,"@$23,040",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-15,Two．Artlane・Lower Floor・Flat J,"$18,000",L,243ft²,@$74,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-14,Kwan Yick Building・Phase 2・Block D・Lower Floor・Flat D5,$3.98M,S,423ft²,"@$9,409",Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-14,Ko Nga Court・11/F・Flat F,$4.35M,S,311ft²,"@$13,987",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-13,Kwan Yick Building・Phase 3・Block B・3/F・Flat B7,$3.6M,S,393ft²,"@$9,160",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-13,Kwong Fung Terrace・Carpark・1/F・No.10,$1.4M,S,--,--,Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-12,260-262 Queen's Road West・1/F・No. 262,$4.68M,S,300ft²,"@$15,600",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-12,Kwong Fung Terrace・Tower 1・16/F・Flat A,$8.75M,S,622ft²,"@$14,068",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-10,Fung King Court・Middle Floor・Flat B,$4M,S,325ft²,"@$12,308",Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-10,Kwan Yick Building・Phase 2・Block A・10/F・Flat A11,$3.98M,S,369ft²,"@$10,786",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-10,Flora Court・1/F・No. 265,$140M,S,313ft²,"@$447,284",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-10,Kwong Fung Terrace・Carpark・1/F・No.28,$1.47M,S,--,--,Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-10,Kwong Fung Terrace・Carpark・2/F・No.4,$1.67M,S,--,--,Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-08,One．Artlane・Upper Floor・Flat A,"$29,000",L,422ft²,@$69,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-07,Kwan Yick Building・Phase 3・Block A・19/F・Flat A10,$4M,S,415ft²,"@$9,639",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-06,Federate Building・6/F・Flat A,$4.17M,S,320ft²,"@$13,031",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-06,Hang Hing Court・10/F・Flat E,$4.3M,S,298ft²,"@$14,430",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-06,Liang Ga Building・5/F・Flat B,$4.25M,S,363ft²,"@$11,708",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-05,Kwan Yick Building・Phase 3・Block B・23/F・Flat B9,$4.5M,S,421ft²,"@$10,689",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-04,Artisan House・Upper Floor・Flat B,$9M,S,462ft²,"@$19,481",Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-04,Fung Sing Mansion・6/F・Flat C,$2.2M,S,168ft²,"@$13,095",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-03,Kensington Hill・Upper Floor・Flat C,"$36,000",L,569ft²,@$63,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-03,Fung Shing Building・5/F・Flat B,$6.5M,S,537ft²,"@$12,104",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-03,No. 30 Eastern Street・1/F,$5.2M,S,--,--,Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-01,Centre Place・Lower Floor・Flat C,"$26,500",L,474ft²,@$56,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-01,Yue Sun Mansion・Block 2・Lower Floor・Flat A,"$19,000",L,391ft²,@$49,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-01,One．Artlane・Middle Floor・Flat J,"$16,000",L,224ft²,@$71,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-01,Island Crest・Tower 2・Middle Floor・Flat A,"$48,800",L,873ft²,@$56,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-28,The First Building・4/F・Flat C (No. 51),$4.08M,S,299ft²,"@$13,645",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-28,Samtoh Building・5/F・Flat F,$4.08M,S,330ft²,"@$12,364",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-27,Des Voeux W Residence・30/F・Flat G,$7.33M,S,275ft²,"@$26,639",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-27,Island Crest・Tower 1・8/F・Flat G,$10.63M,S,554ft²,"@$19,188",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-25,Ko Nga Court・Middle Floor・Flat E,"$17,500",L,365ft²,@$48,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-24,Bohemian House・Middle Floor・Flat F,$5.3M,S,297ft²,"@$17,845",Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-24,One．Artlane・19/F・Flat D,$5.73M,S,259ft²,"@$22,124",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-24,Viking Court・19/F・Flat A,$3.83M,S,287ft²,"@$13,345",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-24,105-107 High Street・3/F・No. 107,$2.38M,S,286ft²,"@$8,322",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-24,Federate Building・1/F・Flat F,$4.8M,S,320ft²,"@$15,000",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-24,Kwan Yick Building・Phase 3・Block B・18/F・Flat B9,$4.38M,S,421ft²,"@$10,404",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-23,Mui Fung Apartments・13/F・Flat B,$3.3M,S,388ft²,"@$8,505",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-23,Mui Fung Apartments・13/F・Flat A,$3.55M,S,424ft²,"@$8,373",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-23,Elegant Garden・Block 2・16/F・Flat E,$5.73M,S,374ft²,"@$15,321",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-23,Bank Building・13/F・Flat G,$3.09M,S,397ft²,"@$7,783",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-22,Fung Yu Building・7/F・Flat C,$3M,S,272ft²,"@$11,029",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-21,101 High Street・4/F・No. 101,$2.4M,S,366ft²,"@$6,557",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-21,Kwan Yick Building・Phase 3・Block A・22/F・Flat A10,$4.2M,S,415ft²,"@$10,120",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-20,Wah Lee Building・11/F・Flat A,$3.1M,S,319ft²,"@$9,718",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-18,Kensington Hill・Lower Floor・Flat A,"$45,000",L,864ft²,@$52,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-18,Centre Place・Upper Floor・Flat A,"$37,000",L,638ft²,@$58,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-17,Wo Yick Mansion・20/F・Flat D,$4.9M,S,348ft²,"@$14,080",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-15,Ko Nga Court・Middle Floor・Flat G,"$13,000",L,311ft²,@$42,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-14,Fung Yu Building・16/F・Flat F,$3.9M,S,336ft²,"@$11,607",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-13,Des Voeux W Residence・21/F・Flat C,$5M,S,215ft²,"@$23,240",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-13,Tong Nam Mansion・12/F・Flat D,$6M,S,437ft²,"@$13,730",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-13,Tung Cheung Building・23/F・Flat D,$3.7M,S,267ft²,"@$13,858",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-10,Bohemian House・Middle Floor・Flat E,"$17,000",L,299ft²,@$57,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-10,Richsun Garden・Upper Floor・Flat A,"$18,500",L,405ft²,@$46,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-10,Hang Yue Building・5/F・Flat E,$2.88M,S,288ft²,"@$10,000",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-10,One．Artlane・15/F・Flat D,$5.45M,S,259ft²,"@$21,042",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-10,Two．Artlane・8/F・Flat D,$6M,S,250ft²,"@$24,000",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-10,Hang Yue Building・6/F・Flat G,$2.85M,S,278ft²,"@$10,252",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-09,Artisan House・Upper Floor・Flat K,"$17,300",L,227ft²,@$76,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-09,True Light Building・7/F・Flat B,$4.3M,S,417ft²,"@$10,312",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-09,Connaught Garden・Block 1・18/F・Flat G,$5.26M,S,334ft²,"@$15,749",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-08,Fung Sing Mansion・Middle Floor・Flat A,"$18,000",L,394ft²,@$46,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-08,Wing Sing Court・3/F・Flat B,$4M,S,327ft²,"@$12,232",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-07,King's Hill・Lower Floor・Flat C,"$22,500",L,361ft²,@$62,Centaline,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-07,Hang Yue Building・14/F・Flat C,$3.13M,S,274ft²,"@$11,423",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-07,Two．Artlane・31/F・Flat J,$6.5M,S,243ft²,"@$26,749",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-07,Yuk Ming Towers・Tower 1・16/F・Flat G,$7.2M,S,536ft²,"@$13,433",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-06,Artisan House・9/F・Flat E,$4.3M,S,221ft²,"@$19,457",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-06,Western Garden・Evergreen Tower (Block 1)・24/F・Flat G,$6.08M,S,451ft²,"@$13,481",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-06,New Start Building・13/F・Flat A,$5.6M,S,312ft²,"@$17,949",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-01-03,393 Queen's Road West・3/F・No. 393,$2.49M,S,353ft²,"@$7,054",Land Registry,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,https://hk.centanet.com/findproperty/en/list/transaction/sai-ying-pun_19-HMA056?q=qsamrfbsz2
2025-02-17,Queen's Terrace・Tower 1・Middle Floor・Flat J,$7M,S,393ft²,"@$17,812",Centaline,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,https://hk.centanet.com/findproperty/en/list/transaction/sheung-wan_19-HMA012?q=0k6vf47rzl
2025-02-17,Rich View Terrace・Upper Floor・Flat A,$5.9M,S,392ft²,"@$15,051",Centaline,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,https://hk.centanet.com/findproperty/en/list/transaction/sheung-wan_19-HMA012?q=0k6vf47rzl
2025-02-17,Carbo Mansion・Upper Floor・Flat C,"$14,500",L,--,--,Centaline,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,https://hk.centanet.com/findproperty/en/list/transaction/sheung-wan_19-HMA012?q=0k6vf47rzl
2025-02-17,Sea View Mansion・18/F・Flat B,$4.38M,S,332ft²,"@$13,193",Land Registry,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,https://hk.centanet.com/findproperty/en/list/transaction/sheung-wan_19-HMA012?q=0k6vf47rzl
2025-02-17,Po Hing Mansion・9/F・Flat B,$5.34M,S,334ft²,"@$16,000",Land Registry,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,https://hk.centanet.com/findproperty/en/list/transaction/sheung-wan_19-HMA012?q=0k6vf47rzl
2025-02-17,Po Hing Mansion・10/F・Flat F,$7.45M,S,466ft²,"@$15,990",Land Registry,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,https://hk.centanet.com/findproperty/en/list/transaction/sheung-wan_19-HMA012?q=0k6vf47rzl
2025-02-17,Hollywood Hill・25/F・Flat A,$9.05M,S,--,--,Land Registry,Hong Kong Island,All Hong Kong Island,Sheung Wan,HMA012,https://hk.centanet.com/findproperty/en/list/transaction/sheung-wan_19-HMA012?q=0k6vf47rzl
