Date,Address,Price,PriceTag,Area,Ft_Price,Agency,Region,District,Subdistrict,Code,Area_URL
2025-01-14,On Sau Court・Block B・8/F・Flat 3,$1.81M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-14,On Sau Court・Block B・7/F・Flat 11,$2.37M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-14,On Ying Court・Block B・8/F・Flat 13,$2.93M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-14,On Sau Court・Block B・14/F・Flat 7,$2.56M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block B・20/F・Flat 4,$3.4M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block C・19/F・Flat 10,$2.91M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block B・4/F・Flat 19,$2.53M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block A・5/F・Flat 9,$3.38M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block C・10/F・Flat 11,$2.88M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block A・5/F・Flat 12,$2.14M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block B・21/F・Flat 8,$3.45M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block B・6/F・Flat 14,$3.35M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block A・12/F・Flat 7,$2.72M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block A・17/F・Flat 3,$3.07M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block B・9/F・Flat 11,$2.68M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block C・6/F・Flat 9,$3.39M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block B・8/F・Flat 15,$3.26M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block A・14/F・Flat 8,$3.28M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block C・6/F・Flat 18,$2.61M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block B・14/F・Flat 7,$2.82M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block A・2/F・Flat 20,$2.92M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block B・10/F・Flat 9,$3.32M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block B・16/F・Flat 2,$2.75M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block C・25/F・Flat 6,$2.99M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block C・5/F・Flat 6,$2.83M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block B・17/F・Flat 20,$2M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block A・9/F・Flat 18,$3.04M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-13,On Lai Court・Block C・2/F・Flat 4,$2.99M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Wah Court・Block B・23/F・Flat 16,$2.1M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Sau Court・Block A・3/F・Flat 20,$1.84M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Sau Court・Block A・32/F・Flat 12,$2.7M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Sau Court・Block A・27/F・Flat 30,$2.54M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Sau Court・Block A・30/F・Flat 2,$3.16M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Sau Court・Block B・1/F・Flat 17,$2.22M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Sau Court・Block A・13/F・Flat 24,$2.53M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Sau Court・Block A・6/F・Flat 14,$2.41M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Sau Court・Block A・33/F・Flat 24,$2.64M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Sau Court・Block A・1/F・Flat 30,$2.16M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Lai Court・Block B・12/F・Flat 13,$2.82M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Lai Court・Block B・6/F・Flat 7,$2.73M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Wah Court・Block A・16/F・Flat 1,$2.87M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block B・22/F・Flat 19,$3.09M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block B・24/F・Flat 23,$2.05M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block B・13/F・Flat 6,$2.77M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block B・24/F・Flat 6,$2.87M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block A・20/F・Flat 21,$3.55M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block B・24/F・Flat 24,$2.8M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block A・10/F・Flat 20,$3.38M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block B・16/F・Flat 1,$3.14M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block B・11/F・Flat 20,$2.12M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block B・22/F・Flat 21,$2.26M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block B・6/F・Flat 1,$2.93M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,On Ying Court・Block A・5/F・Flat 5,$2.78M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-10,Hiu Lai Court・Hiu Tin House (Block A)・38/F・Flat 3,$4.25M,S,596ft²,"@$7,131",Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block B・2/F・Flat 1,$2.81M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・5/F・Flat 8,$2.86M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block B・5/F・Flat 10,$2.83M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・5/F・Flat 6,$2.79M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・21/F・Flat 18,$2.88M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block B・9/F・Flat 14,$2.93M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・11/F・Flat 19,$2.77M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block B・16/F・Flat 21,$2.2M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block B・10/F・Flat 12,$2.9M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block B・4/F・Flat 12,$2.82M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Sau Court・Block A・29/F・Flat 14,$2.61M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・7/F・Flat 5,$2.8M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block B・19/F・Flat 9,$2.93M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・7/F・Flat 17,$3.32M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・22/F・Flat 6,$2.96M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・19/F・Flat 17,$3.51M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・19/F・Flat 13,$2.85M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・7/F・Flat 22,$2.77M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・22/F・Flat 2,$3.57M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block B・12/F・Flat 14,$2.97M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・15/F・Flat 18,$2.83M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・11/F・Flat 3,$3.56M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block B・13/F・Flat 5,$2.75M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block B・7/F・Flat 16,$3.41M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-08,On Ying Court・Block A・3/F・Flat 7,$3.49M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Wah Court・Block A・8/F・Flat 3,$2.82M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Wah Court・Block A・14/F・Flat 10,$2.76M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Wah Court・Block B・25/F・Flat 17,$2.22M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Wah Court・Block A・8/F・Flat 2,$2.83M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Wah Court・Block B・22/F・Flat 12,$2.97M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Wah Court・Block A・28/F・Flat 5,$2.93M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Wah Court・Block A・10/F・Flat 14,$3.44M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Wah Court・Block B・26/F・Flat 10,$2.83M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Wah Court・Block B・7/F・Flat 3,$2.8M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Lai Court・Block A・15/F・Flat 7,$2.75M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Lai Court・Block B・9/F・Flat 6,$2.85M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Lai Court・Block B・19/F・Flat 7,$2.87M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Lai Court・Block A・23/F・Flat 6,$2.89M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Lai Court・Block B・2/F・Flat 2,$2.46M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Lai Court・Block C・6/F・Flat 19,$2.58M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Lai Court・Block B・7/F・Flat 9,$3.28M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-07,On Lai Court・Block A・6/F・Flat 8,$3.18M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-06,On Sau Court・Block B・7/F・Flat 20,$2.5M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-06,On Sau Court・Block A・19/F・Flat 2,$3.07M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-06,On Sau Court・Block A・22/F・Flat 12,$2.64M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-06,On Sau Court・Block B・10/F・Flat 7,$2.52M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-06,On Sau Court・Block A・11/F・Flat 18,$2.48M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-06,On Sau Court・Block A・20/F・Flat 17,$2.57M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-06,On Sau Court・Block B・11/F・Flat 22,$2.44M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-06,On Ying Court・Block A・1/F・Flat 12,$2.54M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Sau Court・Block B・31/F・Flat 15,$2.62M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Sau Court・Block A・6/F・Flat 19,$1.8M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Sau Court・Block A・1/F・Flat 26,$2.82M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Sau Court・Block A・8/F・Flat 12,$2.52M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Sau Court・Block B・18/F・Flat 1,$2.58M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Sau Court・Block A・11/F・Flat 24,$2.51M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Ying Court・Block B・22/F・Flat 5,$2.83M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Ying Court・Block A・23/F・Flat 19,$2.88M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Ying Court・Block A・16/F・Flat 2,$3.51M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Ying Court・Block A・4/F・Flat 13,$2.69M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Ying Court・Block B・4/F・Flat 1,$2.91M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Ying Court・Block A・14/F・Flat 21,$3.48M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Ying Court・Block B・16/F・Flat 6,$2.8M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Sau Court・Block B・9/F・Flat 18,$2.49M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Sau Court・Block B・22/F・Flat 15,$2.56M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
2025-01-03,On Sau Court・Block B・11/F・Flat 15,$2.47M,S,--,--,Land Registry,Kowloon,Kwun Tong,Anderson,HMA051,https://hk.centanet.com/findproperty/en/list/transaction/anderson_19-HMA051?q=dyie45ygwc
