Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Region,District,Subdistrict,Code,Area_URL
Lung Shing Mansion,37 South Wall Road,1,35,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
40-46 Tak Ku Ling Road,40-46 Tak Ku Ling Road,1,42,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Fung Wing Court,69 Tak Ku Ling Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
59 South Wall Road,59 South Wall Road,1,2,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
45 Hau Wong Road,45 Hau Wong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
57 Nam Kok Road,57 Nam Kok Road,1,3,"$7,834/ ft²",49.52%,2,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
47A Kai Tak Road,47A Kai Tak Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
55 Carpenter Road,55 Carpenter Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
65 Tak Ku Ling Road,65 Tak Ku Ling Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
37-37A Lion Rock Road,37-37A Lion Rock Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
73 Fuk Lo Tsun Road,73 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
5-9 Fuk Lo Tsun Road,5-9 Fuk Lo Tsun Road,1,15,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
112 Nga Tsin Wai Road,112 Nga Tsin Wai Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
74 South Wall Road,74 South Wall Road,1,14,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
61 Fuk Lo Tsun Road,61 Fuk Lo Tsun Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
20 Lung Kong Road,20 Lung Kong Road,1,6,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
4 Lion Rock Road,4 Lion Rock Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Fuk Luen Building,62-64 Fuk Lo Tsun Road,1,20,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
56 Nam Kok Road,56 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
48 Kai Tak Road,48 Kai Tak Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
40 Nam Kok Road,40 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
31-33 Hau Wong Road,31-33 Hau Wong Road,1,20,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
63-65 Tak Ku Ling Road,63-65 Tak Ku Ling Road,1,1,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
2B Hau Wong Road,2B Hau Wong Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
45 Nam Kok Road,45 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Yatley Building,82-84 Nga Tsin Long Road,1,12,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
116 Nga Tsin Wai Road,116 Nga Tsin Wai Road,1,6,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
9 Junction Road,9 Junction Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
24 Nga Tsin Long Road,24 Nga Tsin Long Road,1,2,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Kwok Ping House,11-13 South Wall Road,1,12,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Nam Shing Building,59 Carpenter Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Chung Hing Lau,43-45 Kai Tak Road,1,21,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Ga Lok House,11-13 Fuk Lo Tsun Road,1,20,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
62 Tak Ku Ling Road,62 Tak Ku Ling Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
44 Nam Kok Road,44 Nam Kok Road,1,6,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
53 Tak Ku Ling Road,53 Tak Ku Ling Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
28 Nga Tsin Long Road,28 Nga Tsin Long Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
75A Tak Ku Ling Road,75A Tak Ku Ling Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Prince Mansion,386 Prince Edward Road West,1,6,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
9-11 Nga Tsin Wai Road,9-11 Nga Tsin Wai Road,1,22,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
364 Prince Edward Road West,364 Prince Edward Road West,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
60 Kai Tak Road,60 Kai Tak Road,1,6,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Kam Lung House,7 Lung Kong Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
57 Tak Ku Ling Road,57 Tak Ku Ling Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
65 Carpenter Road,65 Carpenter Road,1,7,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Chap Hing Building,22 Nga Tsin Long Road,1,12,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
51 Nam Kok Road,51 Nam Kok Road,1,3,"$7,981/ ft²",14.25%,2,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
63 Fuk Lo Tsun Road,63 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
22 Lung Kong Road,22 Lung Kong Road,1,6,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
61 South Wall Road,61 South Wall Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
362 Prince Edward Road West,362 Prince Edward Road West,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
15-17 South Wall Road,15-17 South Wall Road,1,12,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
18 Lion Rock Road,18 Lion Rock Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
58 Nam Kok Road,58 Nam Kok Road,1,3,"$8,345/ ft²",5.75%,1,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
47 Nam Kok Road,47 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
118 Nga Tsin Wai Road,118 Nga Tsin Wai Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
11 Junction Road,11 Junction Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Yan Kwai Building,88 Nga Tsin Wai Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
61 Tak Ku Ling Road,61 Tak Ku Ling Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
80 South Wall Road,80 South Wall Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
61 Carpenter Road,61 Carpenter Road,1,7,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
78 Junction Road,78 Junction Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
36 Nam Kok Road,36 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Chi Kam Court,97 Hau Wong Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
52 Nam Kok Road,52 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
114 Nga Tsin Wai Road,114 Nga Tsin Wai Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Kwok Hwa Building,382-384 Prince Edward Road West,1,16,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
50 Lung Kong Road,50 Lung Kong Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
23 Fuk Lo Tsun Road,23 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
56 Tak Ku Ling Road,56 Tak Ku Ling Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
16-18 Nga Tsin Long Road,16-18 Nga Tsin Long Road,1,12,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Hung Fuk House,58 Fuk Lo Tsun Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
South Wall Mansion,69 South Wall Road,1,64,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
47 Hau Wong Road,47 Hau Wong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
57 Fuk Lo Tsun Road,57 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
29 Hau Wong Road,29 Hau Wong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
16 Lung Kong Road,16 Lung Kong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
43 Nam Kok Road,43 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
3 South Wall Road,3 South Wall Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
54A Kai Tak Road,54A Kai Tak Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Luen Fook Building,2-4 Hau Wong Road,1,14,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Shui Chun Building,52 Kai Tak Road,1,15,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Kar Fat Building,35-37 Hau Wong Road,1,20,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Hing Fat House,45C Nga Tsin Wai Road,1,30,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
19A Fuk Lo Tsun Road,19A Fuk Lo Tsun Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
79 Tak Ku Ling Road,79 Tak Ku Ling Road,1,8,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
70 South Wall Road,70 South Wall Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
48 Nam Kok Road,48 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Nice Building,6-10 Hau Wong Road,1,20,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Fook Chi Building,61 Nam Kok Road,1,20,"$10,748/ ft²",10.37%,2,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
52 Tak Ku Ling Road,52 Tak Ku Ling Road,1,7,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
69 Fuk Lo Tsun Road,69 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
56 Kai Tak Road,56 Kai Tak Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Hoi Sing Building,7-9 South Wall Road,1,13,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
54 Kai Tak Road,54 Kai Tak Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Pearl House,368-374 Prince Edward Road West,1,27,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
49 Nam Kok Road,49 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
44-46 Kai Tak Road,44-46 Kai Tak Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
Tai Fung House,72-76 Lion Rock Road,1,30,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
4A Lion Rock Road,4A Lion Rock Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
5 Lung Kong Road,5 Lung Kong Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
120 Nga Tsin Wai Road,120 Nga Tsin Wai Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
11A Junction Road,11A Junction Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
42 Nam Kok Road,42 Nam Kok Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
90 Nga Tsin Wai Road,90 Nga Tsin Wai Road,1,10,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
67 Tak Ku Ling Road,67 Tak Ku Ling Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
2C Hau Wong Road,2C Hau Wong Road,1,4,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
63 Carpenter Road,63 Carpenter Road,1,7,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
66 Fuk Lo Tsun Road,66 Fuk Lo Tsun Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
20 Lion Rock Road,20 Lion Rock Road,1,3,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
54 Tak Ku Ling Road,54 Tak Ku Ling Road,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
362A Prince Edward Road West,362A Prince Edward Road West,1,5,--,--,--,--,--,Kowloon,Diamond Hill | Wong Tai Sin,Kowloon City,HMA002,https://hk.centanet.com/findproperty/en/list/estate/kowloon-city_19-HMA002?q=da2dzyr5lo
