ID,Name,Street Name,Area Name,Year Built,Highest Floor,Typical Floor Area,District Name,Latitude,Longitude,Grade,Min Rent,Max Rent,Min Price,Max Price
1363,Bank of Communications Building,368 Hennessy Road,Wanchai,1985,16,"1,051",Wanchai District,22.278478996,114.179489008,B,,,,
1172,Bank of Communications Tower,231-235 Gloucester Road,Wanchai,1996,30,"2,875 - 3,575",Wanchai District,22.2805239,114.1805067,A,,,,
3,Bank of East Asia Building,10 Des Voeux Road Central,Central,1982,,"5,100",Central and Western District,22.28092781816605,114.15826481574061,A,,,,
1160,Bank of East Asia Harbour View Centre,56 Gloucester Road,Wanchai,1990,29,"7,857",Wanchai District,22.278993,114.171183,A,35,40,17000,17000
3067,Bank of East Asia Mongkok Building,638-640 Nathan Road,Mongkok,1989,,"1,581 - 1,919",Yau Tsim Mong District,22.318472994,114.169768999,B,,,,
1685,Bank Tower,351-353 King's Road,North Point,1986,,"1,982",Eastern District,22.2907825,114.1973933,C,,,,
6056,Bartlock Centre,3-9 Yiu Wa Street,Causeway Bay,1996,27,"2,017",Wanchai District,22.277699991,114.18217899700001,B,30,42,,
1963,Baskerville House,13 Duddell Street,Central,1982,13,"2,337",Central and Western District,22.279806005,114.156693995,B+,49,55,,
1429,Bayfield Building,99 Hennessy Road,Wanchai,2002,31,"1,568",Wanchai District,22.277734001,114.172001005,C,25,27,,
5703,BCC Building,25-31 Carnarvon Road,Tsimshatsui,1976,15,"5,047",Yau Tsim Mong District,22.298177255943,114.17369046561737,B,33.29,33.29,,
116,Beautiful Group Tower,74-77 Connaught Road Central,Central,1972,27,"3,904",Central and Western District,22.28589221779361,114.15490455731445,B+,39,44,,
5778,Bel Trade Commercial Building,3 Burrows Street,Wanchai,1990,22,983,Wanchai District,22.2771598,114.1762965,B,24.49,24.49,,
3000,Belgian Bank Building,721-725 Nathan Road,Mongkok,1977,,,Yau Tsim Mong District,22.321098009,114.168751994,C,,,,
4732,Benson Tower,74 Hung To Road,Kwun Tong,1986,,"5,763",Kwun Tong District,22.3086273,114.2236555,B,11,12,,
1928,Berkshire House,25 Westlands Road,Quarry Bay,1998,28,"10,900 - 13,800",Eastern District,22.28760236348849,114.21335046627043,A+,35,46,,
6592,Best-O-Best Commercial Centre,32-36 Ferry Street,Jordan,1990,,,Yau Tsim Mong District,22.307551998,114.167609994,C,,,,
3203,Beverley Commercial Centre,87-105 Chatham Road South,Tsimshatsui,1982,,,Yau Tsim Mong District,22.301402997,114.17594599499999,C,,,,
996,Beverly House,93-107 Lockhart Road,Wanchai,1984,24,"6,490",Wanchai District,22.2782594,114.1721514,B+,28,28,,
4496,Billion Centre,1 Wang Kwong Road,Kowloon Bay,2009,,"27,000",Kwun Tong District,22.321654003,114.206145006,A,15,26,11000,12732
7437,Billion Plaza,8 Cheung Yue Street,Lai Chi Kok,2001,,"8,604 - 10,232",Sham Shui Po District,22.336650001,114.150656004,A,,,10017,10017
7431,Billion Plaza II,10 Cheung Yue Street,Lai Chi Kok,2014,,"11,668",Sham Shui Po District,22.337202007,114.150774008,A,25,34,,
11154,Bio-Informatics Centre - Science Park,2 Science Park West Avenue,Tai Po,,,,Tai Po District,22.424011002,114.21296600299999,A,,,,
11153,Biotech Centre - Science Park,9 Science Park West Avenue,Tai Po,,,,Tai Po District,22.425392993,114.21063199400001,A,,,,
17310,Biotech Centre 2 - Science Park,11 Science Park West Avenue,Tai Po,,,,Tai Po District,22.42591445421533,114.2098942364206,A,,,,
3411,Biz Aura,13-15 Pennington Street,Causeway Bay,1994,24,"1,230 - 1,380",Wanchai District,22.278633001,114.186014997,A,50,55,,
7946,Bizhouse,12 Pak Sha Road,Causeway Bay,2003,5,,Wanchai District,22.2789789,114.1841223,C,,,,
37,Blissful Building,243-247 Des Voeux Road Central,Sheung Wan,1971,15,"1,958",Central and Western District,22.2867261,114.1523504,B,43.07,43.07,,
5383,Bo Fung Building,32-34 Haiphong Road,Tsimshatsui,1974,,,Yau Tsim Mong District,22.297943998,114.170282008,C,,,,
644,BOC Credit Card Centre,68 Connaught Road West,Sheung Wan,1996,28,"4,366",Central and Western District,22.288177995,114.146928999,B,,,,
34,BOC Group Life Assurance Tower,134-136 Des Voeux Road Central,Central,1987,23,"3,235",Central and Western District,22.285246991,114.154595995,B,29,31,,
3015,BOC Prince Edward Building,774 Nathan Road,Prince Edward,1968,,,Yau Tsim Mong District,22.325387005,114.168376995,B,,,,
15784,BOC Tsz Wan Shan Building,46-48 Yuk Wah Crescent,Tsz Wan Shan,1994,,970,Wong Tai Sin District,22.347158,114.2014098,B,17.53,17.53,,
1389,BOC Wan Chai Commercial Centre,409-415 Hennessy Road,Wanchai,1983,23,"2,315",Wanchai District,22.279392002,114.180569002,B,,,,
13735,BOC Yuen Long Commercial Centre,102-108 Castle Peak Road - Yuen Long,Yuen Long,1984,,,Yuen Long District,22.444246003,114.029005009,B,35,35,,
3517,Bodynits Building,3 Cameron Road,Tsimshatsui,1997,,"1,074",Yau Tsim Mong District,22.298840009,114.172605999,C,33.5,33.5,,
13652,Bonham Centre,79-85 Bonham Strand,Sheung Wan,1984,20,,Central and Western District,22.285996996,114.151532999,C,,,,
3586,Bonham Commercial Centre,42-46 Bonham Strand West,Sheung Wan,1981,16,,Central and Western District,22.287039002,114.148252007,C,,,,
13653,Bonham Majoris,40-44 Bonham Strand,Sheung Wan,1998,29,"3,457",Central and Western District,22.285688002,114.151459994,B+,29,37,,
6591,Boss Commercial Centre,28 Ferry Street,Jordan,1995,,,Yau Tsim Mong District,22.3073409,114.1675766,B,,,,
17446,Boton Technology Innovation Tower,368 Kwun Tong Road,Kwun Tong,2022,,,Kwun Tong District,22.3146091,114.2193134,A,28,39.75,10700,15900
2948,Bowa House,180 Nathan Road,Tsimshatsui,1990,,"1,654",Yau Tsim Mong District,22.3028901,114.1720708,B,33.56,33.56,,
6678,Bowring Centre,154-164 Woosung Street,Jordan,1973,,,Yau Tsim Mong District,22.304242009,114.170281997,C,,,,
6679,Breakthrough Centre,191 Woosung Street,Jordan,1983,,,Yau Tsim Mong District,22.3035195,114.1700601,B,21.95,21.95,,
2935,Bright Growth Medical Centre,335 Nathan Road,Jordan,1993,,"1,954",Yau Tsim Mong District,22.3067735,114.1713154,C,,,,
6557,Bright Way Tower,33 Mong Kok Road,Mongkok,1992,,"3,100 - 4,700",Yau Tsim Mong District,22.3204779,114.1683197,B,,,,
5312,Brill Plaza,82-84 To Kwa Wan Road,Tokwawan,1983,,"18,191",Kowloon City District,22.3181456,114.1909398,B,13,14.5,,
2908,Buckingham Building,317-321 Nathan Road,Jordan,1959,,,Yau Tsim Mong District,22.3063194,114.1712922,C,,,,
5410,Bulkin Centre,332-334 Portland Street,Mongkok,1992,,,Yau Tsim Mong District,22.3210845,114.1684822,C,,,,
643,Bupa Centre,141-143 Connaught Road West,Sai Ying Pun,1990,24,"1,350 - 2,600",Central and Western District,22.288352001,114.143116006,B,0,0,19000,19000
3614,C Wisdom Centre,35-37 Hollywood Road,Central,2009,24,968,Central and Western District,22.282262008,114.153614995,B,27.62,27.62,,
4968,C-BONS International Center,108 Wai Yip Street,Kwun Tong,2010,28,"16,844 - 19,202",Kwun Tong District,22.31340797762545,114.21707586441804,A+,29,29,13800,13800
1374,C.C. Wu Building,302-308 Hennessy Road,Wanchai,1983,27,"16,000",Wanchai District,22.277920005,114.177817996,B,29,29,,
1394,C.L.I. Building,313 Hennessy Road,Wanchai,1990,25,"4,600",Wanchai District,22.278630003,114.178195993,A,,,,
1375,Caltex House,258 Hennessy Road,Wanchai,1975,21,"2,300",Wanchai District,22.277753995,114.176327008,B,,,7000,7000
3507,Cambridge House,26-28 Cameron Road,Tsimshatsui,1982,,"6,700 - 7,000",Yau Tsim Mong District,22.298902003,114.174422995,B,,,,
1661,Cambridge House,979 King's Road,Quarry Bay,2003,36,"6,767 - 7,074",Eastern District,22.286826,114.210933,A+,50,56,,
7882,Camelpaint Centre,1 Hing Yip Street,Kwun Tong,1963,,,Kwun Tong District,22.310012008,114.224737993,B,,,,
3200,Cameron Centre,57-59 Chatham Road South,Tsimshatsui,1988,,"1,932",Yau Tsim Mong District,22.2991935,114.1755651,B,20,22.86,,
1376,Cameron Commercial Centre,458-468 Hennessy Road,Causeway Bay,1976,22,"3,325",Wanchai District,22.2794539,114.1820952,B,26.2,34.26,,
3510,Cameron Plaza,23 Cameron Road,Tsimshatsui,1991,,"3,015 - 3,300",Yau Tsim Mong District,22.299257007,114.174255998,B,,,,
3518,Cammer Commercial Building,30-32 Cameron Road,Tsimshatsui,1979,,"5,000",Yau Tsim Mong District,22.298948992,114.17451600599999,B,,,,
267,Canton House,56 Queen's Road Central,Central,2019,27,"1,428",Central and Western District,22.282309008,114.155930992,B+,45,55,,
2389,Canton Plaza,1125-1127 Canton Road,Prince Edward,1966,,,Yau Tsim Mong District,22.32108593069882,114.16656258195462,C,,,,
1152,Capital Centre,151 Gloucester Road,Wanchai,1982,24,"12,750 - 14,500",Wanchai District,22.2794349,114.1772835,A,37.26,38,20000,20000
5189,Capital Commercial Building,446-448 Shanghai Street,Mongkok,1990,,,Yau Tsim Mong District,22.3154449,114.1691325,C,,,,
1075,Capital Commercial Building,26 Leighton Road,Causeway Bay,1981,17,"1,500",Wanchai District,22.2772204,114.183062,B,20,20,,
4932,Capital Tower,38 Wai Yip Street,Kowloon Bay,2019,,,Kwun Tong District,22.318741004,114.21172699899999,A,0,40,8500,16960
852,Capitol Centre,5-19 Jardine's Bazaar,Causeway Bay,1980,21,"5,842",Wanchai District,22.279725,114.1845751,B,34,37,,
880,Capitol Centre Two,28 Jardine's Crescent,Causeway Bay,1997,28,"2,056",Wanchai District,22.2795105,114.1846913,B,28,32,,
2711,Capri Building,130 Austin Road,Tsimshatsui,1976,,,Yau Tsim Mong District,22.303161994,114.173631009,C,23.04,23.04,,
7350,Capricorn Centre,155 Sai Yeung Choi Street North,Prince Edward,1995,,,Yau Tsim Mong District,22.325375992,114.168531999,B,38,38,,
3737,Car Po Commercial Building,18-20 Lyndhurst Terrace,Central,1980,27,"640 - 2,426",Central and Western District,22.282218009,114.15458700500001,B,19.79,30.86,,
1968,Carfield Commercial Building,75-77 Wyndham Street,Central,1986,20,"547 - 1,445",Central and Western District,22.28182609482865,114.15473238987462,B,29.24,32.21,,
5706,Carnarvon Plaza,20 Carnarvon Road,Tsimshatsui,1990,,"7,760",Yau Tsim Mong District,22.2992525,114.1732574,B,41,43.48,,
1904,Carnival Commercial Building,18 Java Road,North Point,1994,,,Eastern District,22.291202,114.1959768,C,,,,
11523,Casey Aberdeen House,38 Heung Yip Road,Wong Chuk Hang,2014,,"6,840 - 6,840",Southern District,22.248094997,114.163814006,A,19,19,,
4260,Casey Building,38 Lok Ku Road,Sheung Wan,1982,19,"1,010 - 3,668",Central and Western District,22.285003007,114.149739003,B,,,,
7268,Cathay City,"8 Scenic Road, HK Intl Airport",Chep Lap Kok,1998,,,Islands District,22.298045994,113.934152997,B+,,,,
16881,Cathay House,11 Tung Fai Road,Chep Lap Kok,2001,,,Islands District,22.30319729197721,113.93853306770325,A,,,,
3174,Catic Plaza,8 Causeway Road,Causeway Bay,1994,30,"2,729",Wanchai District,22.2793971,114.188061,B+,,,7500,7500
2547,Causeway Bay Centre,15-23 Sugar Street,Causeway Bay,1983,21,"3,080",Wanchai District,22.28005722610544,114.1866939212366,C,35,35,10459,10459
2546,Causeway Bay Commercial Building,1-5 Sugar Street,Causeway Bay,1975,21,"3,387",Wanchai District,22.279970991,114.186451995,B,28,34.29,7956,11520
1384,Causeway Bay Plaza 1,489 Hennessy Road,Causeway Bay,1989,25,"8,650",Wanchai District,22.280311006,114.182767997,B+,35,36,,
977,Causeway Bay Plaza 2,463-483 Lockhart Road,Causeway Bay,1992,24,"7,500",Wanchai District,22.280545998,114.18212099099999,B+,38,40,,
99,CCB Tower,3 Connaught Road Central,Central,2012,30,"6,905 - 7,523",Central and Western District,22.281466996,114.161468009,A+,50,110,,
13711,CDW Building,388 Castle Peak Road - Tsuen Wan,Tsuen Wan,1982,,"20,000",Tsuen Wan District,22.375388995,114.113152992,A,21,35,,
3305,Celebrity Commercial Centre,64 Castle Peak Road,Sham Shui Po,1997,,,Sham Shui Po District,22.334335002,114.161939992,B,,,,
58,Central 88,88-98 Des Voeux Road Central,Central,1976,26,"1,998 - 2,412",Central and Western District,22.28467431365261,114.15546841682621,B+,38,170,,
1282,Central Building,1-3A Pedder Street,Central,1960,17,"16,000",Central and Western District,22.28141654700707,114.15741289874589,A,100,100,,
2961,Central Commercial Tower,734-736 Nathan Road,Mongkok,1997,,,Yau Tsim Mong District,22.3215487,114.1691325,B,24,24,,
2007,Central Plaza,18 Harbour Road,Wanchai,1992,68,"20,000",Wanchai District,22.2797745,114.1737306,A++,52,62,,
145,Central Tower,28 Queen's Road Central,Central,1999,26,"7,502 - 7,937",Central and Western District,22.281146992,114.15681999499999,A+,75,80,,
173,Centre Mark II,305-313 Queen's Road Central,Sheung Wan,1992,23,"3,114",Central and Western District,22.285312009,114.15033899400001,B+,,,,
15092,Centre Parc,11 Sheung Yuet Road,Kowloon Bay,1985,,"28,420 - 33,444",Kwun Tong District,22.321989996,114.20859800699999,A,20,22,,
1153,Centre Point,181-185 Gloucester Road,Wanchai,1978,21,"5,240",Wanchai District,22.279934005,114.17879400599999,B+,22,26,,
6852,Century House,3-4 Hanoi Road,Tsimshatsui,1981,,"2,416",Yau Tsim Mong District,22.297891,114.1740092,C,27.16,33.5,,
650,Century Square,1-13 D'Aguilar Street,Central,1984,20,"4,057",Central and Western District,22.28158344778572,114.15596269792422,B+,52,58,,
2655,CFC Tower,22-28 Mody Road,Tsimshatsui,1994,,"3,376",Yau Tsim Mong District,22.297093,114.17417,B,25,25,,
3007,Champion Building,301-309 Nathan Road,Jordan,1977,,,Yau Tsim Mong District,22.3055923,114.1713707,C,,,,
16,Champion Building,287-291 Des Voeux Road Central,Sheung Wan,1973,,"2,794",Central and Western District,22.286989009,114.15125399499999,C,,,,
1412,Chang Pao Ching Building,427-429 Hennessy Road,Causeway Bay,1980,20,"1,350",Wanchai District,22.279510993,114.18097300599999,C,,,,
13657,Chao's Building,143-145 Bonham Strand,Sheung Wan,1984,18,"837 - 3,360",Central and Western District,22.286515005,114.14883400699999,B,24,26,,
3226,Charmhill Centre,50A Hillwood Road,Tsimshatsui,1994,,"2,134",Yau Tsim Mong District,22.3026444,114.1744852,B,28,29,,
6376,Chasegold Tower,100 Ma Tau Wai Road,Hunghom,1993,,,Kowloon City District,22.310094001,114.187405997,B,,,,
1191,Chater House,11 Chater Road,Central,2002,29,"18,397 - 20,000",Central and Western District,22.282119007,114.15846900599999,A+,150,150,,
7487,Chatham Commercial Building,399 Chatham Road North,Hunghom,1989,,,Kowloon City District,22.311856992,114.185766003,B,,,,
6422,Chau's Commercial Centre,282-284 Sha Tsui Road,Tsuen Wan,1980,,,Tsuen Wan District,22.369632009,114.116518003,B+,30,35,,
6401,Cheerful Commercial Building,116-118 Ma Tau Wai Road,Hunghom,1983,,,Kowloon City District,22.31047618048316,114.18744749325407,B,,,,
2939,Cheong Hing Building,72 Nathan Road,Tsimshatsui,1964,,,Yau Tsim Mong District,22.298031008,114.172436996,C,,,,
39,Cheong K Building,84-86 Des Voeux Road Central,Central,1964,17,"2,500",Central and Western District,22.28459121431105,114.15550222912158,B,29.09,29.09,,
2541,Cheong Sun Tower,116-118 Wing Lok Street,Sheung Wan,1991,23,"1,974",Central and Western District,22.286837995,114.149945005,B,22.8,22.8,,
6931,Cheong Tai Building,287-289 Reclamation Street,Mongkok,1984,,,Yau Tsim Mong District,22.3153636,114.1682165,C,,,,
2536,Cheong Tai Commercial Building,60-66 Wing Lok Street,Sheung Wan,1980,12,"1,008",Central and Western District,22.286348996,114.151608009,C,19.6,19.6,,
2308,Cheong Wah Commercial Building,900-904 Canton Road,Mongkok,1984,,,Yau Tsim Mong District,22.3151191,114.1681571,C,,,,
3224,Cheuk Nang Centre,9-11A Hillwood Road,Tsimshatsui,1993,,"2,713 - 2,997",Yau Tsim Mong District,22.302787,114.172695,B,25.83,25.83,,
6305,Cheung Fung Commercial Building,21-25 Cheung Sha Wan Road,Sham Shui Po,1975,,,Sham Shui Po District,22.327042004,114.166621006,B,,,,
5677,Cheung Hing Commercial Building,37-43 Cochrane Street,Central,1976,9,"1,100",Central and Western District,22.282780996,114.15396799300001,C,,,,
16759,Cheung Kei Center Tower A,18 Hung Luen Road,Hunghom,2016,17,"18,000",Kowloon City District,22.300899999,114.187773991,A+,,,,
166,Cheung Kong Center,2 Queen's Road Central,Central,1998,70,"20,017 - 22,454",Central and Western District,22.27961809044241,114.16046057312283,A++,130,170,,
17517,Cheung Kong Center II,10 Harcourt Road,Central,2024,45,"3,359 - 17,154",Central and Western District,22.2809855,114.1625189,A++,0,150,,
6254,Cheung Lee Building,137-143 Cheung Sha Wan Road,Sham Shui Po,1976,,,Sham Shui Po District,22.329140994,114.163987999,C,,,,
6511,Cheung Lee Commercial Building,25 Kimberley Road,Tsimshatsui,1979,,,Yau Tsim Mong District,22.300845006,114.17320000599999,C,,,,
6311,Cheung Sha Wan Plaza Tower 1,833 Cheung Sha Wan Road,Lai Chi Kok,1989,,"33,000",Sham Shui Po District,22.3371349,114.148673,A,18,23,,
6312,Cheung Sha Wan Plaza Tower 2,833 Cheung Sha Wan Road,Lai Chi Kok,1989,,"33,000",Sham Shui Po District,22.3371349,114.148673,A,19,20,,
5553,Cheung Wah Commercial Building,3-5 Saigon Street,Jordan,1983,,,Yau Tsim Mong District,22.306887992,114.171838001,C,,,,
2531,Cheung's Building,1-3 Wing Lok Street,Sheung Wan,1971,14,"1,500",Central and Western District,22.285639994,114.153877992,C,,,,
4552,Chevalier Commercial Centre,8 Wang Hoi Road,Kowloon Bay,1992,,"32,000",Kwun Tong District,22.321313997,114.211298001,B,14.72,22,,
3207,Chevalier House,45-51 Chatham Road South,Tsimshatsui,1982,,"4,844",Yau Tsim Mong District,22.2988511,114.175517,B+,28.83,28.83,10000,10000
5554,Chi Wo Commercial Building,20 Saigon Street,Jordan,1981,,,Yau Tsim Mong District,22.3072591,114.1723836,B,,,,
138,China Building,29 Queen's Road Central,Central,1985,21,"7,700 - 15,000",Central and Western District,22.281764005,114.156873991,A,55,65,,
5241,China Construction Bank Centre,18 Wang Chiu Road,Kowloon Bay,2011,,"21,674 - 22,720",Kwun Tong District,22.3242566867308,114.20842316120203,A,,,,
1690,China Harbour Building,370-374 King's Road,North Point,1991,,"3,450",Eastern District,22.2904115,114.1977586,C,,,10547,10547
2302,China Hong Kong Centre,122-126 Canton Road,Tsimshatsui,1992,17,"1,898",Yau Tsim Mong District,22.2995663,114.1686696,B,,,,
2291,China Hong Kong City Tower 1,33 Canton Road,Tsimshatsui,1988,,"12,000",Yau Tsim Mong District,22.30019458535621,114.16746497154236,A,27,35,,
2292,China Hong Kong City Tower 2,33 Canton Road,Tsimshatsui,1988,,"11,000",Yau Tsim Mong District,22.30054883168701,114.16739084501104,A,29,35,,
2293,China Hong Kong City Tower 3,33 Canton Road,Tsimshatsui,1988,,"21,100",Yau Tsim Mong District,22.30084748410283,114.16731965052722,A,29,32,,
2300,China Hong Kong City Tower 5,33 Canton Road,Tsimshatsui,1988,21,"10,079 - 22,000",Yau Tsim Mong District,22.3008733,114.1679008,A,29,31,,
2294,China Hong Kong City Tower 6,33 Canton Road,Tsimshatsui,1988,,"11,900",Yau Tsim Mong District,22.30074735923378,114.16797556657629,A,15,35,,
1393,China Hong Kong Tower,8-12 Hennessy Road,Wanchai,1980,25,"1,350 - 2,415",Wanchai District,22.277593007,114.16847099099999,B,31,33,,
1155,China Huarong Tower,60 Gloucester Road,Wanchai,2015,26,"3,900 - 4,685",Wanchai District,22.278918005,114.17149899099999,B+,,,,
3508,China Insurance Building,48 Cameron Road,Tsimshatsui,1999,,"6,263",Yau Tsim Mong District,22.2991175,114.1750077,B,28,28,,
22,China Insurance Group Building,141 Des Voeux Road Central,Central,1967,31,"13,071",Central and Western District,22.28562549463161,114.15509851741604,B+,20,39,10882,15000
16758,China Life Center Tower A,18 Hung Luen Road,Hunghom,2016,17,"25,354",Kowloon City District,22.300628006,114.187224998,A+,40,40,,
17758,China Merchants Plaza,303 Des Voeux Road Central,Sheung Wan,2025,,"8,912 - 9,760",Central and Western District,22.2871588,114.1509669,A+,0,0,,
3201,China Minmetals Tower,79 Chatham Road South,Tsimshatsui,1991,19,"898 - 5,793",Yau Tsim Mong District,22.3008318,114.1758205,B+,30,30,,
